time_iso8601,stars_cumulative
2024-04-28 00:00:00+00:00,1291
2024-04-29 00:00:00+00:00,1295
2024-04-30 00:00:00+00:00,1297
2024-05-01 00:00:00+00:00,1300
2024-05-02 00:00:00+00:00,1306
2024-05-03 00:00:00+00:00,1310
2024-05-04 00:00:00+00:00,1312
2024-05-06 00:00:00+00:00,1313
2024-05-07 00:00:00+00:00,1315
2024-05-08 00:00:00+00:00,1317
2024-05-09 00:00:00+00:00,1319
2024-05-10 00:00:00+00:00,1320
2024-05-11 00:00:00+00:00,1321
2024-05-12 00:00:00+00:00,1322
2024-05-15 00:00:00+00:00,1324
2024-05-16 00:00:00+00:00,1326
2024-05-18 00:00:00+00:00,1328
2024-05-20 00:00:00+00:00,1330
2024-05-22 00:00:00+00:00,1333
2024-05-23 00:00:00+00:00,1335
2024-05-24 00:00:00+00:00,1337
2024-05-25 00:00:00+00:00,1338
2024-05-26 00:00:00+00:00,1340
2024-05-27 00:00:00+00:00,1343
2024-05-30 00:00:00+00:00,1344
2024-05-31 00:00:00+00:00,1346
2024-06-01 00:00:00+00:00,1347
2024-06-02 00:00:00+00:00,1348
2024-06-03 00:00:00+00:00,1349
2024-06-04 00:00:00+00:00,1350
2024-06-06 00:00:00+00:00,1351
2024-06-07 00:00:00+00:00,1353
2024-06-09 00:00:00+00:00,1354
2024-06-10 00:00:00+00:00,1356
2024-06-12 00:00:00+00:00,1357
2024-06-13 00:00:00+00:00,1358
2024-06-14 00:00:00+00:00,1361
2024-06-18 00:00:00+00:00,1363
2024-06-19 00:00:00+00:00,1365
2024-06-20 00:00:00+00:00,1366
2024-06-21 00:00:00+00:00,1371
2024-06-22 00:00:00+00:00,1372
2024-06-25 00:00:00+00:00,1374
2024-06-26 00:00:00+00:00,1375
2024-06-27 00:00:00+00:00,1379
2024-06-28 00:00:00+00:00,1380
2024-06-29 00:00:00+00:00,1381
2024-07-03 00:00:00+00:00,1383
2024-07-04 00:00:00+00:00,1384
2024-07-06 00:00:00+00:00,1386
2024-07-07 00:00:00+00:00,1387
2024-07-09 00:00:00+00:00,1388
2024-07-10 00:00:00+00:00,1390
2024-07-11 00:00:00+00:00,1391
2024-07-13 00:00:00+00:00,1393
2024-07-14 00:00:00+00:00,1394
2024-07-15 00:00:00+00:00,1395
2024-07-16 00:00:00+00:00,1399
2024-07-17 00:00:00+00:00,1402
2024-07-19 00:00:00+00:00,1403
2024-07-20 00:00:00+00:00,1404
2024-07-21 00:00:00+00:00,1405
2024-07-22 00:00:00+00:00,1407
2024-07-23 00:00:00+00:00,1409
2024-07-24 00:00:00+00:00,1410
2024-07-25 00:00:00+00:00,1411
2024-07-26 00:00:00+00:00,1414
2024-07-27 00:00:00+00:00,1415
2024-07-28 00:00:00+00:00,1416
2024-07-29 00:00:00+00:00,1418
2024-07-31 00:00:00+00:00,1421
2024-08-01 00:00:00+00:00,1422
2024-08-02 00:00:00+00:00,1425
2024-08-03 00:00:00+00:00,1428
2024-08-06 00:00:00+00:00,1431
2024-08-07 00:00:00+00:00,1432
2024-08-08 00:00:00+00:00,1436
2024-08-09 00:00:00+00:00,1438
2024-08-11 00:00:00+00:00,1439
2024-08-12 00:00:00+00:00,1440
2024-08-13 00:00:00+00:00,1441
2024-08-14 00:00:00+00:00,1442
2024-08-15 00:00:00+00:00,1445
2024-08-16 00:00:00+00:00,1446
2024-08-17 00:00:00+00:00,1447
2024-08-18 00:00:00+00:00,1450
2024-08-19 00:00:00+00:00,1452
2024-08-20 00:00:00+00:00,1456
2024-08-22 00:00:00+00:00,1459
2024-08-23 00:00:00+00:00,1463
2024-08-24 00:00:00+00:00,1464
2024-08-25 00:00:00+00:00,1465
2024-08-26 00:00:00+00:00,1467
2024-08-27 00:00:00+00:00,1470
2024-08-28 00:00:00+00:00,1475
2024-08-29 00:00:00+00:00,1478
2024-08-30 00:00:00+00:00,1479
2024-09-01 00:00:00+00:00,1481
2024-09-02 00:00:00+00:00,1488
2024-09-03 00:00:00+00:00,1489
2024-09-04 00:00:00+00:00,1491
2024-09-05 00:00:00+00:00,1493
2024-09-06 00:00:00+00:00,1496
2024-09-07 00:00:00+00:00,1497
2024-09-09 00:00:00+00:00,1499
2024-09-10 00:00:00+00:00,1501
2024-09-11 00:00:00+00:00,1504
2024-09-12 00:00:00+00:00,1506
2024-09-13 00:00:00+00:00,1507
2024-09-16 00:00:00+00:00,1508
2024-09-17 00:00:00+00:00,1509
2024-09-18 00:00:00+00:00,1510
2024-09-19 00:00:00+00:00,1511
2024-09-20 00:00:00+00:00,1512
2024-09-21 00:00:00+00:00,1514
2024-09-22 00:00:00+00:00,1515
2024-09-25 00:00:00+00:00,1518
2024-09-30 00:00:00+00:00,1519
2024-10-02 00:00:00+00:00,1521
2024-10-03 00:00:00+00:00,1525
2024-10-04 00:00:00+00:00,1526
2024-10-05 00:00:00+00:00,1527
2024-10-06 00:00:00+00:00,1528
2024-10-07 00:00:00+00:00,1529
2024-10-09 00:00:00+00:00,1530
2024-10-10 00:00:00+00:00,1531
2024-10-11 00:00:00+00:00,1533
2024-10-12 00:00:00+00:00,1534
2024-10-13 00:00:00+00:00,1535
2024-10-14 00:00:00+00:00,1537
2024-10-15 00:00:00+00:00,1541
2024-10-16 00:00:00+00:00,1543
2024-10-18 00:00:00+00:00,1545
2024-10-19 00:00:00+00:00,1546
2024-10-20 00:00:00+00:00,1547
2024-10-22 00:00:00+00:00,1549
2024-10-23 00:00:00+00:00,1550
2024-10-24 00:00:00+00:00,1552
2024-10-27 00:00:00+00:00,1554
2024-10-31 00:00:00+00:00,1556
2024-11-01 00:00:00+00:00,1557
2024-11-03 00:00:00+00:00,1558
2024-11-04 00:00:00+00:00,1560
2024-11-07 00:00:00+00:00,1561
2024-11-08 00:00:00+00:00,1562
2024-11-09 00:00:00+00:00,1563
2024-11-10 00:00:00+00:00,1564
2024-11-11 00:00:00+00:00,1566
2024-11-12 00:00:00+00:00,1568
2024-11-13 00:00:00+00:00,1569
2024-11-14 00:00:00+00:00,1573
2024-11-16 00:00:00+00:00,1576
2024-11-17 00:00:00+00:00,1578
2024-11-19 00:00:00+00:00,1581
2024-11-21 00:00:00+00:00,1584
2024-11-22 00:00:00+00:00,1585
2024-11-24 00:00:00+00:00,1589
2024-11-25 00:00:00+00:00,1590
2024-11-26 00:00:00+00:00,1592
2024-11-30 00:00:00+00:00,1595
2024-12-01 00:00:00+00:00,1596
2024-12-02 00:00:00+00:00,1597
2024-12-03 00:00:00+00:00,1599
2024-12-04 00:00:00+00:00,1601
2024-12-05 00:00:00+00:00,1603
2024-12-07 00:00:00+00:00,1605
2024-12-08 00:00:00+00:00,1606
2024-12-09 00:00:00+00:00,1607
2024-12-10 00:00:00+00:00,1608
2024-12-11 00:00:00+00:00,1609
